ID	Mean_Schneider_Entropy	Strain_count	Cluster_Number	Conservation	Conservation_Results
HBL79_RS00135	0.0527362566256727	85	1089	0.9472637433743273	Conservation Score > 0.80, less than 120 strains
HBL79_RS00140	0.004255233688831924	88	3191	0.995744766311168	Conservation Score > 0.95, less than 120 strains
HBL79_RS00145	0.014132298742958524	94	1060	0.9858677012570415	Conservation Score > 0.95, less than 120 strains
HBL79_RS00150	0.0016619123064257064	94	1411	0.9983380876935742	Conservation Score > 0.95, less than 120 strains
HBL79_RS00155	0.14504893610456016	89	1843	0.8549510638954398	Conservation Score > 0.80, less than 120 strains
HBL79_RS00160	0.19855453266729914	96	427	0.8014454673327008	Conservation Score > 0.80, less than 120 strains
HBL79_RS00165	0.070376322452919	18	2693	0.929623677547081	Conservation Score > 0.80, less than 120 strains
HBL79_RS00170	0.006561509648229231	95	3122	0.9934384903517708	Conservation Score > 0.95, less than 120 strains
HBL79_RS00175	0.03637386622649556	95	1914	0.9636261337735045	Conservation Score > 0.95, less than 120 strains
HBL79_RS00180	0.0072557220490365336	95	3335	0.9927442779509634	Conservation Score > 0.95, less than 120 strains
HBL79_RS00185	0.01687377935305687	95	4544	0.9831262206469431	Conservation Score > 0.95, less than 120 strains
HBL79_RS00190	0.011948263747101907	95	1537	0.9880517362528981	Conservation Score > 0.95, less than 120 strains
HBL79_RS00195	0.008644659503394355	95	1272	0.9913553404966057	Conservation Score > 0.95, less than 120 strains
HBL79_RS00200	0.0022807912279149646	87	3492	0.9977192087720851	Conservation Score > 0.95, less than 120 strains
HBL79_RS00205	0.0025836037335752746	88	1422	0.9974163962664248	Conservation Score > 0.95, less than 120 strains
HBL79_RS00210	0.004328227345931577	86	3224	0.9956717726540685	Conservation Score > 0.95, less than 120 strains
HBL79_RS00215	0.12079896173916847	8	655	0.8792010382608315	Conservation Score > 0.80, less than 120 strains
HBL79_RS00220	0.0050973812022678654	87	1431	0.9949026187977321	Conservation Score > 0.95, less than 120 strains
HBL79_RS00225	0.037346313736522134	93	754	0.9626536862634779	Conservation Score > 0.95, less than 120 strains
HBL79_RS00230	0.00589760007361107	95	528	0.9941023999263889	Conservation Score > 0.95, less than 120 strains
HBL79_RS00235	0.0060487098447573025	95	987	0.9939512901552428	Conservation Score > 0.95, less than 120 strains
HBL79_RS00240	0.005275586958993147	94	1061	0.9947244130410069	Conservation Score > 0.95, less than 120 strains
HBL79_RS00245	0.006643225260496777	95	2431	0.9933567747395032	Conservation Score > 0.95, less than 120 strains
HBL79_RS00250	0.19866162344725316	89	2155	0.8013383765527469	Conservation Score > 0.80, less than 120 strains
HBL79_RS00255	0.010254517019681416	88	4684	0.9897454829803186	Conservation Score > 0.95, less than 120 strains
HBL79_RS00260	0.022615118485649115	95	1246	0.9773848815143509	Conservation Score > 0.95, less than 120 strains
HBL79_RS00265	0.002515408422021209	95	1691	0.9974845915779788	Conservation Score > 0.95, less than 120 strains
HBL79_RS00270	0.0372547073689159	94	2867	0.9627452926310841	Conservation Score > 0.95, less than 120 strains
HBL79_RS00275	0.0013177405201606934	95	2883	0.9986822594798394	Conservation Score > 0.95, less than 120 strains
HBL79_RS00280	0.00548032061125681	76	3205	0.9945196793887432	Conservation Score > 0.95, less than 120 strains
HBL79_RS00285	0.005544277492634331	95	4257	0.9944557225073657	Conservation Score > 0.95, less than 120 strains
HBL79_RS00290	0.02999534847581476	29	4898	0.9700046515241852	Conservation Score > 0.95, less than 120 strains
HBL79_RS00295	0.004835234016214926	29	5648	0.9951647659837851	Conservation Score > 0.95, less than 120 strains
HBL79_RS00305	0.01837760483261862	95	3343	0.9816223951673814	Conservation Score > 0.95, less than 120 strains
HBL79_RS00310	0.01679670214765306	94	1712	0.983203297852347	Conservation Score > 0.95, less than 120 strains
HBL79_RS00315	0.008764845881598211	95	3390	0.9912351541184018	Conservation Score > 0.95, less than 120 strains
HBL79_RS00320	0.006444323111162224	95	3791	0.9935556768888377	Conservation Score > 0.95, less than 120 strains
HBL79_RS00325	0.011737853373518266	88	4523	0.9882621466264817	Conservation Score > 0.95, less than 120 strains
HBL79_RS00330	0.006213374135580419	95	887	0.9937866258644196	Conservation Score > 0.95, less than 120 strains
HBL79_RS00335	0.008122889147458744	87	1839	0.9918771108525413	Conservation Score > 0.95, less than 120 strains
HBL79_RS00340	0.00955578445089069	95	119	0.9904442155491093	Conservation Score > 0.95, less than 120 strains
HBL79_RS00345	0.03122809033752802	88	3723	0.968771909662472	Conservation Score > 0.95, less than 120 strains
HBL79_RS00350	0.03531257503750119	76	1869	0.9646874249624988	Conservation Score > 0.95, less than 120 strains
HBL79_RS00355	0.005697644144705245	87	3590	0.9943023558552948	Conservation Score > 0.95, less than 120 strains
HBL79_RS00360	0.0026014220395973444	88	2902	0.9973985779604027	Conservation Score > 0.95, less than 120 strains
HBL79_RS00365	0.05753622842542071	88	933	0.9424637715745793	Conservation Score > 0.80, less than 120 strains
HBL79_RS00370	7.045817528073664e-4	79	5738	0.9992954182471926	Conservation Score > 0.95, less than 120 strains
HBL79_RS00375	0.008362516372554769	88	5458	0.9916374836274452	Conservation Score > 0.95, less than 120 strains
HBL79_RS00380	0.004821821456615805	94	851	0.9951781785433842	Conservation Score > 0.95, less than 120 strains
HBL79_RS00385	0.011446940665525882	95	2468	0.9885530593344741	Conservation Score > 0.95, less than 120 strains
HBL79_RS00390	0.011294590822818288	92	1665	0.9887054091771817	Conservation Score > 0.95, less than 120 strains
HBL79_RS00395	0.013888495015064468	94	1319	0.9861115049849355	Conservation Score > 0.95, less than 120 strains
HBL79_RS00410	0.002926788750893275	28	3354	0.99707321124910675	Conservation Score > 0.95, less than 120 strains
HBL79_RS00415	1.3812996958722292e-4	28	1359	0.9998618700304128	Conservation Score > 0.95, less than 120 strains
HBL79_RS00420	0.00169879322605886	28	4470	0.9983012067739412	Conservation Score > 0.95, less than 120 strains
HBL79_RS00425	0.06716907934034111	32	3009	0.9328309206596589	Conservation Score > 0.80, less than 120 strains
HBL79_RS00430	0.0038347900770112128	33	2258	0.9961652099229887	Conservation Score > 0.95, less than 120 strains
HBL79_RS00440	0.02381898909353829	22	4366	0.9761810109064617	Conservation Score > 0.95, less than 120 strains
HBL79_RS00445	2.666177621566113e-4	22	2734	0.9997333822378434	Conservation Score > 0.95, less than 120 strains
HBL79_RS00450	0.009257491613562327	21	3271	0.9907425083864376	Conservation Score > 0.95, less than 120 strains
HBL79_RS00455	0	22	2204	1	Conservation Score > 0.95, less than 120 strains
HBL79_RS00460	0.03799806112573051	19	3392	0.9620019388742695	Conservation Score > 0.95, less than 120 strains
HBL79_RS00465	0.20811690439928646	23	2244	0.7918830956007136	Conservation Score < 0.80, less than 120 strains
HBL79_RS00470	0.03015383865534879	34	4571	0.9698461613446512	Conservation Score > 0.95, less than 120 strains
HBL79_RS00475	0.029136697769945326	34	2489	0.9708633022300547	Conservation Score > 0.95, less than 120 strains
HBL79_RS00480	0	23	5104	1	Conservation Score > 0.95, less than 120 strains
HBL79_RS00485	0.0018911110818156222	24	4488	0.9981088889181844	Conservation Score > 0.95, less than 120 strains
HBL79_RS00490	0.013845702061882788	34	374	0.9861542979381173	Conservation Score > 0.95, less than 120 strains
HBL79_RS00495	0.0032032974267750575	33	4077	0.996796702573225	Conservation Score > 0.95, less than 120 strains
HBL79_RS00500	0.0020802486887693114	33	4065	0.9979197513112307	Conservation Score > 0.95, less than 120 strains
HBL79_RS00505	0.21454619965678481	36	680	0.7854538003432152	Conservation Score < 0.80, less than 120 strains
HBL79_RS00510	0.12423882445923742	34	3631	0.8757611755407626	Conservation Score > 0.80, less than 120 strains
HBL79_RS00515	0.0691894859743079	33	4487	0.9308105140256921	Conservation Score > 0.80, less than 120 strains
HBL79_RS00520	0.005328764264519648	33	3972	0.9946712357354803	Conservation Score > 0.95, less than 120 strains
HBL79_RS00525	0.0034835077296642256	32	4473	0.9965164922703358	Conservation Score > 0.95, less than 120 strains
HBL79_RS00535	0.0017201967361294007	33	3931	0.9982798032638706	Conservation Score > 0.95, less than 120 strains
HBL79_RS00540	0.002426808349870812	33	1378	0.9975731916501291	Conservation Score > 0.95, less than 120 strains
HBL79_RS00545	0.0019387075464537527	17	4925	0.9980612924535462	Conservation Score > 0.95, less than 120 strains
HBL79_RS00550	0.01969535921556881	33	826	0.9803046407844311	Conservation Score > 0.95, less than 120 strains
HBL79_RS00560	0.19621890245524845	21	905	0.8037810975447516	Conservation Score > 0.80, less than 120 strains
HBL79_RS00565	0.13171882437156818	15	3625	0.8682811756284319	Conservation Score > 0.80, less than 120 strains
HBL79_RS00570	0	1	5751	1	Conservation Score > 0.95, less than 120 strains
HBL79_RS00575	0.14877143043787408	82	3506	0.8512285695621259	Conservation Score > 0.80, less than 120 strains
HBL79_RS00580	0.12103195248922968	130	4359	0.8789680475107703	Conservation Score > 0.80, more than 120 strains
HBL79_RS00585	0.1916329240051382	114	4173	0.8083670759948618	Conservation Score > 0.80, less than 120 strains
HBL79_RS00590	0.1082380820021874	84	4583	0.8917619179978126	Conservation Score > 0.80, less than 120 strains
HBL79_RS00600	0.06999165814915603	33	3628	0.930008341850844	Conservation Score > 0.80, less than 120 strains
HBL79_RS00605	0.14301248292320562	106	3181	0.8569875170767944	Conservation Score > 0.80, less than 120 strains
HBL79_RS00610	0.14301248292320562	106	3181	0.8569875170767944	Conservation Score > 0.80, less than 120 strains
HBL79_RS00615	0.11136791350627583	61	2972	0.8886320864937242	Conservation Score > 0.80, less than 120 strains
HBL79_RS00625	0.012981198390615742	2	2826	0.9870188016093843	Conservation Score > 0.95, less than 120 strains
HBL79_RS00630	0.02290848328781884	20	2309	0.9770915167121812	Conservation Score > 0.95, less than 120 strains
HBL79_RS00635	0.1102216631844045	26	2485	0.8897783368155955	Conservation Score > 0.80, less than 120 strains
HBL79_RS00640	0	1	3816	1	Conservation Score > 0.95, less than 120 strains
HBL79_RS00645	0.11280643465249493	19	4840	0.887193565347505	Conservation Score > 0.80, less than 120 strains
HBL79_RS00650	0	15	5474	1	Conservation Score > 0.95, less than 120 strains
HBL79_RS00655	0.13632944719728932	16	2526	0.8636705528027107	Conservation Score > 0.80, less than 120 strains
HBL79_RS00660	0.06999165814915603	33	3628	0.930008341850844	Conservation Score > 0.80, less than 120 strains
HBL79_RS00665	0.006516732614721659	23	4688	0.9934832673852784	Conservation Score > 0.95, less than 120 strains
HBL79_RS00670	0	1	5293	1	Conservation Score > 0.95, less than 120 strains
HBL79_RS00675	0.1916329240051382	114	4173	0.8083670759948618	Conservation Score > 0.80, less than 120 strains
HBL79_RS00680	0.14877143043787408	82	3506	0.8512285695621259	Conservation Score > 0.80, less than 120 strains
HBL79_RS00685	0.14877143043787408	82	3506	0.8512285695621259	Conservation Score > 0.80, less than 120 strains
HBL79_RS00690	0.022537047596261725	88	5103	0.9774629524037383	Conservation Score > 0.95, less than 120 strains
HBL79_RS00695	0.13171882437156818	15	3625	0.8682811756284319	Conservation Score > 0.80, less than 120 strains
HBL79_RS00700	0.20783343363825968	82	901	0.7921665663617403	Conservation Score < 0.80, less than 120 strains
HBL79_RS00705	0.17058970009088276	81	615	0.8294102999091173	Conservation Score > 0.80, less than 120 strains
HBL79_RS00720	0.19385099059890767	133	705	0.8061490094010924	Conservation Score > 0.80, more than 120 strains
HBL79_RS00725	0.2064252353570634	82	4127	0.7935747646429366	Conservation Score < 0.80, less than 120 strains
HBL79_RS00730	0.042225281963344435	78	1841	0.9577747180366556	Conservation Score > 0.95, less than 120 strains
HBL79_RS00785	0.17153110904938415	78	4114	0.8284688909506158	Conservation Score > 0.80, less than 120 strains
HBL79_RS00790	0.005798094101327253	75	5592	0.9942019058986727	Conservation Score > 0.95, less than 120 strains
HBL79_RS00795	0.07372102406630249	18	3284	0.9262789759336976	Conservation Score > 0.80, less than 120 strains
HBL79_RS00810	0.21790156190257667	88	769	0.7820984380974233	Conservation Score < 0.80, less than 120 strains
HBL79_RS00815	0.20368055384021805	80	1798	0.796319446159782	Conservation Score < 0.80, less than 120 strains
HBL79_RS00820	0.015889640792931148	81	2772	0.9841103592070688	Conservation Score > 0.95, less than 120 strains
HBL79_RS00825	0.00946514479915783	78	4382	0.9905348552008422	Conservation Score > 0.95, less than 120 strains
HBL79_RS00830	0.21790156190257667	88	769	0.7820984380974233	Conservation Score < 0.80, less than 120 strains
HBL79_RS00835	0.00819218493210566	78	3192	0.9918078150678944	Conservation Score > 0.95, less than 120 strains
HBL79_RS00840	0.1373317868563073	3	303	0.8626682131436927	Conservation Score > 0.80, less than 120 strains
HBL79_RS00850	0.20619576311442092	78	575	0.7938042368855791	Conservation Score < 0.80, less than 120 strains
HBL79_RS00855	0.007743649092041584	77	3327	0.9922563509079584	Conservation Score > 0.95, less than 120 strains
HBL79_RS00860	0.05621234742980915	75	2571	0.9437876525701908	Conservation Score > 0.80, less than 120 strains
HBL79_RS00875	0.19017228015993598	302	132	0.8098277198400641	Conservation Score > 0.80, more than 120 strains
HBL79_RS00880	0.051864498427353786	88	3541	0.9481355015726463	Conservation Score > 0.80, less than 120 strains
HBL79_RS00885	0.1642986896277715	77	1273	0.8357013103722285	Conservation Score > 0.80, less than 120 strains
HBL79_RS00890	0.08632709456178413	73	4581	0.9136729054382159	Conservation Score > 0.80, less than 120 strains
HBL79_RS00895	0.19052065197683613	76	289	0.8094793480231639	Conservation Score > 0.80, less than 120 strains
HBL79_RS00900	0.223379542704121	156	3801	0.776620457295879	Conservation Score < 0.80, more than 120 strains
HBL79_RS00905	0.223379542704121	156	3801	0.776620457295879	Conservation Score < 0.80, more than 120 strains
HBL79_RS00910	0.04897598615899846	44	5061	0.9510240138410015	Conservation Score > 0.95, less than 120 strains
HBL79_RS00915	0.09215125175402437	53	4524	0.9078487482459756	Conservation Score > 0.80, less than 120 strains
HBL79_RS00920	0.0027011381915347933	53	2224	0.9972988618084652	Conservation Score > 0.95, less than 120 strains
HBL79_RS00925	8.315916042366318e-4	70	5249	0.9991684083957634	Conservation Score > 0.95, less than 120 strains
HBL79_RS00930	0.18006087051759234	99	3914	0.8199391294824077	Conservation Score > 0.80, less than 120 strains
HBL79_RS00935	0.16158663736647805	84	1365	0.838413362633522	Conservation Score > 0.80, less than 120 strains
HBL79_RS00945	0.05960469717983391	84	3805	0.9403953028201661	Conservation Score > 0.80, less than 120 strains
HBL79_RS00950	0.02522247013276464	85	3930	0.9747775298672353	Conservation Score > 0.95, less than 120 strains
HBL79_RS00955	0.18027037108362715	76	2307	0.8197296289163729	Conservation Score > 0.80, less than 120 strains
HBL79_RS00960	0.17326900084570404	125	1657	0.8267309991542959	Conservation Score > 0.80, more than 120 strains
HBL79_RS00965	0.17473816410289428	79	1881	0.8252618358971058	Conservation Score > 0.80, less than 120 strains
HBL79_RS00970	0.21839215684562358	6	406	0.7816078431543765	Conservation Score < 0.80, less than 120 strains
HBL79_RS00975	0.20528052424230062	89	1538	0.7947194757576994	Conservation Score < 0.80, less than 120 strains
HBL79_RS00980	0.0382532546706409	3	4983	0.9617467453293591	Conservation Score > 0.95, less than 120 strains
HBL79_RS00985	0.006650342368107925	121	5292	0.9933496576318921	Conservation Score > 0.95, more than 120 strains
HBL79_RS00990	0.00638519449141495	13	5206	0.993614805508585	Conservation Score > 0.95, less than 120 strains
HBL79_RS00995	0	6	5796	1	Conservation Score > 0.95, less than 120 strains
HBL79_RS01000	0	6	3415	1	Conservation Score > 0.95, less than 120 strains
HBL79_RS01005	0.15236572744149407	88	3477	0.847634272558506	Conservation Score > 0.80, less than 120 strains
HBL79_RS01010	0.2208557992492947	133	194	0.7791442007507053	Conservation Score < 0.80, more than 120 strains
HBL79_RS01015	0.025771157309182748	83	4940	0.9742288426908172	Conservation Score > 0.95, less than 120 strains
HBL79_RS01050	0.1051637615567985	75	1624	0.8948362384432015	Conservation Score > 0.80, less than 120 strains
HBL79_RS01055	0.005220213102559448	95	4643	0.9947797868974405	Conservation Score > 0.95, less than 120 strains
HBL79_RS01060	0.16099103553546934	89	2837	0.8390089644645307	Conservation Score > 0.80, less than 120 strains
HBL79_RS01065	0.0027851601428486436	88	4074	0.9972148398571513	Conservation Score > 0.95, less than 120 strains
HBL79_RS01070	0.14248850501091712	88	2962	0.8575114949890829	Conservation Score > 0.80, less than 120 strains
HBL79_RS01080	0.00491574769638497	85	3006	0.9950842523036151	Conservation Score > 0.95, less than 120 strains
HBL79_RS01085	0.00958377729378063	84	2387	0.9904162227062193	Conservation Score > 0.95, less than 120 strains
HBL79_RS01090	9.397683044832487e-4	57	1344	0.9990602316955167	Conservation Score > 0.95, less than 120 strains
HBL79_RS01095	9.397683044832487e-4	57	1344	0.9990602316955167	Conservation Score > 0.95, less than 120 strains
HBL79_RS01140	0.001299436239424475	84	1132	0.9987005637605755	Conservation Score > 0.95, less than 120 strains
HBL79_RS01145	0.17952457720334258	8	3149	0.8204754227966574	Conservation Score > 0.80, less than 120 strains
HBL79_RS01150	0.014174665321960996	85	2317	0.985825334678039	Conservation Score > 0.95, less than 120 strains
HBL79_RS01155	0.006730601926628631	95	2362	0.9932693980733713	Conservation Score > 0.95, less than 120 strains
HBL79_RS01160	0.15916702728407975	89	1330	0.8408329727159203	Conservation Score > 0.80, less than 120 strains
HBL79_RS01165	0.004537109500313997	88	3758	0.995462890499686	Conservation Score > 0.95, less than 120 strains
HBL79_RS01170	0.004653451686141827	95	2188	0.9953465483138582	Conservation Score > 0.95, less than 120 strains
HBL79_RS01175	0.010655021088816741	95	2375	0.9893449789111832	Conservation Score > 0.95, less than 120 strains
HBL79_RS01180	0.013998819390177546	94	2404	0.9860011806098224	Conservation Score > 0.95, less than 120 strains
HBL79_RS01185	0.0017774896617280334	72	3279	0.9982225103382719	Conservation Score > 0.95, less than 120 strains
HBL79_RS01190	0.009424362602334375	21	4115	0.9905756373976656	Conservation Score > 0.95, less than 120 strains
HBL79_RS01195	0.004239367141236676	88	3446	0.9957606328587634	Conservation Score > 0.95, less than 120 strains
HBL79_RS01200	0.0010154833860274177	88	4047	0.9989845166139726	Conservation Score > 0.95, less than 120 strains
HBL79_RS01210	0.0020974706073931862	95	2698	0.9979025293926068	Conservation Score > 0.95, less than 120 strains
HBL79_RS01215	0.01490161969387663	95	3437	0.9850983803061234	Conservation Score > 0.95, less than 120 strains
HBL79_RS01220	0.002696831797117845	87	1213	0.9973031682028821	Conservation Score > 0.95, less than 120 strains
HBL79_RS01225	0.07440235293525121	88	2654	0.9255976470647488	Conservation Score > 0.80, less than 120 strains
HBL79_RS01230	0.004898660192386004	72	2139	0.995101339807614	Conservation Score > 0.95, less than 120 strains
HBL79_RS01235	0.0017595684831217821	88	934	0.9982404315168782	Conservation Score > 0.95, less than 120 strains
HBL79_RS01240	0.0024386482606274036	88	209	0.9975613517393725	Conservation Score > 0.95, less than 120 strains
HBL79_RS01245	0.0028282021562148303	88	3299	0.9971717978437852	Conservation Score > 0.95, less than 120 strains
HBL79_RS01250	0.15102219163108593	96	1598	0.8489778083689141	Conservation Score > 0.80, less than 120 strains
HBL79_RS01255	0.019546934482106076	95	3934	0.9804530655178939	Conservation Score > 0.95, less than 120 strains
HBL79_RS01260	0.0037611520353856374	95	2413	0.9962388479646144	Conservation Score > 0.95, less than 120 strains
HBL79_RS01265	0.010125997300684047	95	1225	0.9898740026993159	Conservation Score > 0.95, less than 120 strains
HBL79_RS01270	0.009977598144595323	95	3288	0.9900224018554047	Conservation Score > 0.95, less than 120 strains
HBL79_RS01280	0.18963966279734637	89	1587	0.8103603372026537	Conservation Score > 0.80, less than 120 strains
HBL79_RS01285	0.0016253553986140506	88	3693	0.9983746446013859	Conservation Score > 0.95, less than 120 strains
HBL79_RS01290	0.2035880016577712	97	157	0.7964119983422289	Conservation Score < 0.80, less than 120 strains
HBL79_RS01295	0.010816158855130176	77	3102	0.9891838411448698	Conservation Score > 0.95, less than 120 strains
HBL79_RS01300	0.023375632946618	95	2308	0.976624367053382	Conservation Score > 0.95, less than 120 strains
HBL79_RS01305	0.011293744635003301	95	2161	0.9887062553649967	Conservation Score > 0.95, less than 120 strains
HBL79_RS01310	0.003459014277299127	89	1775	0.9965409857227009	Conservation Score > 0.95, less than 120 strains
HBL79_RS01315	0.003459014277299127	89	1775	0.9965409857227009	Conservation Score > 0.95, less than 120 strains
HBL79_RS01320	0.002451420361348975	88	3059	0.9975485796386511	Conservation Score > 0.95, less than 120 strains
HBL79_RS01325	0.013513312175516993	76	1573	0.986486687824483	Conservation Score > 0.95, less than 120 strains
HBL79_RS01330	0.18677773714998086	84	1497	0.8132222628500192	Conservation Score > 0.80, less than 120 strains
HBL79_RS01360	0.0011096067334751252	14	1178	0.9988903932665248	Conservation Score > 0.95, less than 120 strains
HBL79_RS01365	0.015573197678346619	93	3173	0.9844268023216534	Conservation Score > 0.95, less than 120 strains
HBL79_RS01370	0.0015531906808881903	94	2257	0.9984468093191118	Conservation Score > 0.95, less than 120 strains
HBL79_RS01375	0.0022953039844144357	92	2361	0.9977046960155855	Conservation Score > 0.95, less than 120 strains
HBL79_RS01380	0.1016927261430741	95	1757	0.8983072738569259	Conservation Score > 0.80, less than 120 strains
HBL79_RS01385	0.00437638338064334	87	1070	0.9956236166193566	Conservation Score > 0.95, less than 120 strains
HBL79_RS01390	0.18886662520926037	89	2775	0.8111333747907397	Conservation Score > 0.80, less than 120 strains
HBL79_RS01395	0.05449547825537151	76	3153	0.9455045217446285	Conservation Score > 0.80, less than 120 strains
HBL79_RS01400	0.007748274174642877	88	5023	0.9922517258253571	Conservation Score > 0.95, less than 120 strains
HBL79_RS01405	0.19058397957457152	88	884	0.8094160204254285	Conservation Score > 0.80, less than 120 strains
HBL79_RS01410	0.015622337705462638	94	4512	0.9843776622945374	Conservation Score > 0.95, less than 120 strains
HBL79_RS01415	0.00477828020740862	88	2030	0.9952217197925913	Conservation Score > 0.95, less than 120 strains
HBL79_RS01420	0.005437310719035563	88	3665	0.9945626892809645	Conservation Score > 0.95, less than 120 strains
HBL79_RS01425	0.004604210866807541	72	1719	0.9953957891331925	Conservation Score > 0.95, less than 120 strains
HBL79_RS01430	8.700925837225862e-4	82	461	0.9991299074162774	Conservation Score > 0.95, less than 120 strains
HBL79_RS01435	0.011695764279299492	95	543	0.9883042357207005	Conservation Score > 0.95, less than 120 strains
HBL79_RS01440	0.011987492144675083	27	5391	0.9880125078553249	Conservation Score > 0.95, less than 120 strains
HBL79_RS01445	7.245438700384083e-4	88	188	0.9992754561299616	Conservation Score > 0.95, less than 120 strains
HBL79_RS01450	0	88	3081	1	Conservation Score > 0.95, less than 120 strains
HBL79_RS01455	0.17303824793055733	95	143	0.8269617520694427	Conservation Score > 0.80, less than 120 strains
HBL79_RS01460	0.010379282958343455	87	3757	0.9896207170416566	Conservation Score > 0.95, less than 120 strains
HBL79_RS01470	0.06678425162535964	88	1673	0.9332157483746404	Conservation Score > 0.80, less than 120 strains
HBL79_RS01475	0.004617100022292712	95	2198	0.9953828999777072	Conservation Score > 0.95, less than 120 strains
HBL79_RS01480	0.003926449001543354	95	894	0.9960735509984566	Conservation Score > 0.95, less than 120 strains
HBL79_RS01490	0.0015851570672638226	87	425	0.9984148429327362	Conservation Score > 0.95, less than 120 strains
HBL79_RS01495	2.561422580144478e-4	95	2649	0.9997438577419856	Conservation Score > 0.95, less than 120 strains
HBL79_RS01500	0.0011830157723776097	95	2216	0.9988169842276224	Conservation Score > 0.95, less than 120 strains
HBL79_RS01505	0.16474490353209292	95	599	0.8352550964679071	Conservation Score > 0.80, less than 120 strains
HBL79_RS01510	0.012858722759378568	95	2156	0.9871412772406214	Conservation Score > 0.95, less than 120 strains
HBL79_RS01515	0.009557097771439507	24	4383	0.9904429022285605	Conservation Score > 0.95, less than 120 strains
HBL79_RS01520	0	27	4779	1	Conservation Score > 0.95, less than 120 strains
HBL79_RS01525	0.005134141945695863	88	2242	0.9948658580543042	Conservation Score > 0.95, less than 120 strains
HBL79_RS01530	0.0677054687803446	95	918	0.9322945312196554	Conservation Score > 0.80, less than 120 strains
HBL79_RS01535	0.015608429128647728	86	2101	0.9843915708713523	Conservation Score > 0.95, less than 120 strains
HBL79_RS01540	0.19775204271099042	88	124	0.80224795728900955	Conservation Score > 0.80, less than 120 strains
HBL79_RS01545	0.047200478962099446	88	191	0.9527995210379006	Conservation Score > 0.95, less than 120 strains
HBL79_RS01550	0.09780278685950909	95	2648	0.902197213140491	Conservation Score > 0.80, less than 120 strains
HBL79_RS01555	0.0027592057426211875	95	558	0.9972407942573788	Conservation Score > 0.95, less than 120 strains
HBL79_RS01560	0.0024015690983223243	88	4900	0.9975984309016777	Conservation Score > 0.95, less than 120 strains
HBL79_RS01565	0.0013577008632879052	88	4856	0.9986422991367121	Conservation Score > 0.95, less than 120 strains
HBL79_RS01570	7.952728496374298e-4	87	1234	0.9992047271503626	Conservation Score > 0.95, less than 120 strains
HBL79_RS01575	0.08010957413612078	95	2786	0.9198904258638793	Conservation Score > 0.80, less than 120 strains
HBL79_RS01580	0.0023660837127228705	87	4602	0.9976339162872772	Conservation Score > 0.95, less than 120 strains
