ID	Mean_Schneider_Entropy	Strain_count	Cluster_Number	Conservation	Conservation_Results
HBL79_RS00185	0.0168737793530569	95	4544	0.983126220646943	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00190	0.0119482637471019	95	1537	0.988051736252898	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00195	0.00864465950339435	95	1272	0.991355340496606	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00200	0.00228079122791496	87	3492	0.997719208772085	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00205	0.00258360373357527	88	1422	0.997416396266425	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00210	0.00432822734593158	86	3224	0.995671772654069	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00215	0.120798961739168	8	655	0.879201038260831	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00220	0.00509738120226787	87	1431	0.994902618797732	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00225	0.0373463137365221	93	754	0.962653686263478	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00230	0.00589760007361107	95	528	0.994102399926389	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00235	0.0060487098447573	95	987	0.993951290155243	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00240	0.00527558695899315	94	1061	0.994724413041007	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00245	0.00664322526049678	95	2431	0.993356774739503	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00250	0.198661623447253	89	2155	0.801338376552747	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS00255	0.0102545170196814	88	4684	0.989745482980319	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00260	0.0226151184856491	95	1246	0.977384881514351	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00265	0.00251540842202121	95	1691	0.997484591577979	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00270	0.0372547073689159	94	2867	0.962745292631084	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00275	0.00131774052016069	95	2883	0.998682259479839	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00280	0.00548032061125681	76	3205	0.994519679388743	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00285	0.00554427749263433	95	4257	0.994455722507366	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00290	0.0299953484758148	29	4898	0.970004651524185	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00295	0.00483523401621493	29	5648	0.995164765983785	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00305	0.0183776048326186	95	3343	0.981622395167381	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00310	0.0167967021476531	94	1712	0.983203297852347	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00315	0.00876484588159821	95	3390	0.991235154118402	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00320	0.00644432311116222	95	3791	0.993555676888838	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00325	0.0117378533735183	88	4523	0.988262146626482	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00330	0.00621337413558042	95	887	0.99378662586442	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00335	0.00812288914745874	87	1839	0.991877110852541	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00340	0.00955578445089069	95	119	0.990444215549109	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00345	0.031228090337528	88	3723	0.968771909662472	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00350	0.0353125750375012	76	1869	0.964687424962499	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00355	0.00569764414470524	87	3590	0.994302355855295	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00360	0.00260142203959734	88	2902	0.997398577960403	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00365	0.0575362284254207	88	933	0.942463771574579	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS00370	0.000704581752807366	79	5738	0.999295418247193	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00375	0.00836251637255477	88	5458	0.991637483627445	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00380	0.0048218214566158	94	851	0.995178178543384	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00385	0.0114469406655259	95	2468	0.988553059334474	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00390	0.0112945908228183	92	1665	0.988705409177182	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00395	0.0138884950150645	94	1319	0.986111504984936	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00410	0.00292678875089328	28	3354	0.997073211249107	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00415	0.000138129969587223	28	1359	0.999861870030413	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00420	0.00169879322605886	28	4470	0.998301206773941	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00425	0.0671690793403411	32	3009	0.932830920659659	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00430	0.00383479007701121	33	2258	0.996165209922989	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00440	0.0238189890935383	22	4366	0.976181010906462	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00445	0.000266617762156611	22	2734	0.999733382237843	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00450	0.00925749161356233	21	3271	0.990742508386438	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00455	0	22	2204	1	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00460	0.0379980611257305	19	3392	0.962001938874269	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00465	0.208116904399286	23	2244	0.791883095600714	Conservation Score < 0.80, less than 90% of the strains
HBL79_RS00470	0.0301538386553488	34	4571	0.969846161344651	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00475	0.0291366977699453	34	2489	0.970863302230055	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00480	0	23	5104	1	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00485	0.00189111108181562	24	4488	0.998108888918184	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00490	0.0138457020618828	34	374	0.986154297938117	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00495	0.00320329742677506	33	4077	0.996796702573225	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00500	0.00208024868876931	33	4065	0.997919751311231	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00505	0.214546199656785	36	680	0.785453800343215	Conservation Score < 0.80, less than 90% of the strains
HBL79_RS00510	0.124238824459237	34	3631	0.875761175540763	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00515	0.0691894859743079	33	4487	0.930810514025692	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00520	0.00532876426451965	33	3972	0.99467123573548	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00525	0.00348350772966423	32	4473	0.996516492270336	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00535	0.0017201967361294	33	3931	0.998279803263871	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00540	0.00242680834987081	33	1378	0.997573191650129	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00545	0.00193870754645375	17	4925	0.998061292453546	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00550	0.0196953592155688	33	826	0.980304640784431	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00560	0.196218902455248	21	905	0.803781097544752	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00565	0.131718824371568	15	3625	0.868281175628432	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00570	0	1	5751	1	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00575	0.148771430437874	82	3506	0.851228569562126	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00580	0.12103195248923	130	4359	0.87896804751077	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS00585	0.191632924005138	114	4173	0.808367075994862	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS00590	0.108238082002187	84	4583	0.891761917997813	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00600	0.069991658149156	33	3628	0.930008341850844	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00605	0.143012482923206	106	3181	0.856987517076794	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS00610	0.143012482923206	106	3181	0.856987517076794	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS00615	0.111367913506276	61	2972	0.888632086493724	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00625	0.0129811983906157	2	2826	0.987018801609384	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00630	0.0229084832878188	20	2309	0.977091516712181	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00635	0.110221663184405	26	2485	0.889778336815595	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00640	0	1	3816	1	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00645	0.112806434652495	19	4840	0.887193565347505	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00650	0	15	5474	1	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00655	0.136329447197289	16	2526	0.863670552802711	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00660	0.069991658149156	33	3628	0.930008341850844	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00665	0.00651673261472166	23	4688	0.993483267385278	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00670	0	1	5293	1	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00675	0.191632924005138	114	4173	0.808367075994862	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS00680	0.148771430437874	82	3506	0.851228569562126	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00685	0.148771430437874	82	3506	0.851228569562126	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00690	0.0225370475962617	88	5103	0.977462952403738	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00695	0.131718824371568	15	3625	0.868281175628432	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00700	0.20783343363826	82	901	0.79216656636174	Conservation Score < 0.80, less than 90% of the strains
HBL79_RS00705	0.170589700090883	81	615	0.829410299909117	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00720	0.193850990598908	133	705	0.806149009401092	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS00725	0.206425235357063	82	4127	0.793574764642937	Conservation Score < 0.80, less than 90% of the strains
HBL79_RS00730	0.0422252819633444	78	1841	0.957774718036656	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00785	0.171531109049384	78	4114	0.828468890950616	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00790	0.00579809410132725	75	5592	0.994201905898673	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00795	0.0737210240663025	18	3284	0.926278975933698	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00810	0.217901561902577	88	769	0.782098438097423	Conservation Score < 0.80, more than 90% of the strains
HBL79_RS00815	0.203680553840218	80	1798	0.796319446159782	Conservation Score < 0.80, less than 90% of the strains
HBL79_RS00820	0.0158896407929311	81	2772	0.984110359207069	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00825	0.00946514479915783	78	4382	0.990534855200842	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00830	0.217901561902577	88	769	0.782098438097423	Conservation Score < 0.80, more than 90% of the strains
HBL79_RS00835	0.00819218493210566	78	3192	0.991807815067894	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00840	0.137331786856307	3	303	0.862668213143693	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00850	0.206195763114421	78	575	0.793804236885579	Conservation Score < 0.80, less than 90% of the strains
HBL79_RS00855	0.00774364909204158	77	3327	0.992256350907958	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00860	0.0562123474298091	75	2571	0.943787652570191	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00875	0.190172280159936	302	132	0.809827719840064	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS00880	0.0518644984273538	88	3541	0.948135501572646	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS00885	0.164298689627772	77	1273	0.835701310372228	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00890	0.0863270945617841	73	4581	0.913672905438216	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00895	0.190520651976836	76	289	0.809479348023164	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00900	0.223379542704121	156	3801	0.776620457295879	Conservation Score < 0.80, more than 90% of the strains
HBL79_RS00905	0.223379542704121	156	3801	0.776620457295879	Conservation Score < 0.80, more than 90% of the strains
HBL79_RS00910	0.0489759861589985	44	5061	0.951024013841002	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00915	0.0921512517540244	53	4524	0.907848748245976	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00920	0.00270113819153479	53	2224	0.997298861808465	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00925	0.000831591604236632	70	5249	0.999168408395763	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00930	0.180060870517592	99	3914	0.819939129482408	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS00935	0.161586637366478	84	1365	0.838413362633522	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00945	0.0596046971798339	84	3805	0.940395302820166	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00950	0.0252224701327646	85	3930	0.974777529867235	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00955	0.180270371083627	76	2307	0.819729628916373	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00960	0.173269000845704	125	1657	0.826730999154296	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS00965	0.174738164102894	79	1881	0.825261835897106	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS00970	0.218392156845624	6	406	0.781607843154376	Conservation Score < 0.80, less than 90% of the strains
HBL79_RS00975	0.205280524242301	89	1538	0.794719475757699	Conservation Score < 0.80, more than 90% of the strains
HBL79_RS00980	0.0382532546706409	3	4983	0.961746745329359	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00985	0.00665034236810793	121	5292	0.993349657631892	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS00990	0.00638519449141495	13	5206	0.993614805508585	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS00995	0	6	5796	1	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS01000	0	6	3415	1	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS01005	0.152365727441494	88	3477	0.847634272558506	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS01010	0.220855799249295	133	194	0.779144200750705	Conservation Score < 0.80, more than 90% of the strains
HBL79_RS01015	0.0257711573091827	83	4940	0.974228842690817	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS01050	0.105163761556799	75	1624	0.894836238443201	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS01055	0.00522021310255945	95	4643	0.994779786897441	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01060	0.160991035535469	89	2837	0.839008964464531	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS01065	0.00278516014284864	88	4074	0.997214839857151	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01070	0.142488505010917	88	2962	0.857511494989083	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS01080	0.00491574769638497	85	3006	0.995084252303615	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS01085	0.00958377729378063	84	2387	0.990416222706219	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS01090	0.000939768304483249	57	1344	0.999060231695517	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS01095	0.000939768304483249	57	1344	0.999060231695517	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS01140	0.00129943623942448	84	1132	0.998700563760576	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS01145	0.179524577203343	8	3149	0.820475422796657	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS01150	0.014174665321961	85	2317	0.985825334678039	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS01155	0.00673060192662863	95	2362	0.993269398073371	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01160	0.15916702728408	89	1330	0.84083297271592	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS01165	0.004537109500314	88	3758	0.995462890499686	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01170	0.00465345168614183	95	2188	0.995346548313858	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01175	0.0106550210888167	95	2375	0.989344978911183	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01180	0.0139988193901775	94	2404	0.986001180609823	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01185	0.00177748966172803	72	3279	0.998222510338272	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS01190	0.00942436260233438	21	4115	0.990575637397666	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS01195	0.00423936714123668	88	3446	0.995760632858763	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01200	0.00101548338602742	88	4047	0.998984516613973	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01210	0.00209747060739319	95	2698	0.997902529392607	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01215	0.0149016196938766	95	3437	0.985098380306123	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01220	0.00269683179711784	87	1213	0.997303168202882	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01225	0.0744023529352512	88	2654	0.925597647064749	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS01230	0.004898660192386	72	2139	0.995101339807614	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS01235	0.00175956848312178	88	934	0.998240431516878	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01240	0.0024386482606274	88	209	0.997561351739373	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01245	0.00282820215621483	88	3299	0.997171797843785	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01250	0.151022191631086	96	1598	0.848977808368914	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS01255	0.0195469344821061	95	3934	0.980453065517894	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01260	0.00376115203538564	95	2413	0.996238847964614	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01265	0.010125997300684	95	1225	0.989874002699316	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01270	0.00997759814459532	95	3288	0.990022401855405	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01280	0.189639662797346	89	1587	0.810360337202654	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS01285	0.00162535539861405	88	3693	0.998374644601386	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01290	0.203588001657771	97	157	0.796411998342229	Conservation Score < 0.80, more than 90% of the strains
HBL79_RS01295	0.0108161588551302	77	3102	0.98918384114487	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS01300	0.023375632946618	95	2308	0.976624367053382	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01305	0.0112937446350033	95	2161	0.988706255364997	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01310	0.00345901427729913	89	1775	0.996540985722701	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01315	0.00345901427729913	89	1775	0.996540985722701	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01320	0.00245142036134898	88	3059	0.997548579638651	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01325	0.013513312175517	76	1573	0.986486687824483	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS01330	0.186777737149981	84	1497	0.813222262850019	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS01360	0.00110960673347513	14	1178	0.998890393266525	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS01365	0.0155731976783466	93	3173	0.984426802321653	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01370	0.00155319068088819	94	2257	0.998446809319112	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01375	0.00229530398441444	92	2361	0.997704696015586	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01380	0.101692726143074	95	1757	0.898307273856926	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS01385	0.00437638338064334	87	1070	0.995623616619357	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01390	0.18886662520926	89	2775	0.81113337479074	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS01395	0.0544954782553715	76	3153	0.945504521744629	Conservation Score > 0.80, less than 90% of the strains
HBL79_RS01400	0.00774827417464288	88	5023	0.992251725825357	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01405	0.190583979574572	88	884	0.809416020425429	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS01410	0.0156223377054626	94	4512	0.984377662294537	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01415	0.00477828020740862	88	2030	0.995221719792591	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01420	0.00543731071903556	88	3665	0.994562689280964	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01425	0.00460421086680754	72	1719	0.995395789133192	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS01430	0.000870092583722586	82	461	0.999129907416277	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS01435	0.0116957642792995	95	543	0.988304235720701	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01440	0.0119874921446751	27	5391	0.988012507855325	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS01445	0.000724543870038408	88	188	0.999275456129962	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01450	0	88	3081	1	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01455	0.173038247930557	95	143	0.826961752069443	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS01460	0.0103792829583435	87	3757	0.989620717041657	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01470	0.0667842516253596	88	1673	0.93321574837464	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS01475	0.00461710002229271	95	2198	0.995382899977707	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01480	0.00392644900154335	95	894	0.996073550998457	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01490	0.00158515706726382	87	425	0.998414842932736	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01495	0.000256142258014448	95	2649	0.999743857741986	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01500	0.00118301577237761	95	2216	0.998816984227622	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01505	0.164744903532093	95	599	0.835255096467907	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS01510	0.0128587227593786	95	2156	0.987141277240621	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01515	0.00955709777143951	24	4383	0.990442902228561	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS01520	0	27	4779	1	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS01525	0.00513414194569586	88	2242	0.994865858054304	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01530	0.0677054687803446	95	918	0.932294531219655	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS01535	0.0156084291286477	86	2101	0.984391570871352	Conservation Score > 0.95, less than 90% of the strains
HBL79_RS01540	0.19775204271099	88	124	0.80224795728901	Conservation Score > 0.80, more than 90% of the strains
HBL79_RS01545	0.0472004789620994	88	191	0.952799521037901	Conservation Score > 0.95, more than 90% of the strains
HBL79_RS01550	0.0978027868595091	95	2648	0.902197213140491	Conservation Score > 0.80, more than 90% of the strains
